
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA
2012-06-27;24.381,40;3030136407456;25.359,96;3290388624804;25.634,93;3167036975627;25.367,47;45149829680;24.283,49;263290343911;25.449,43;3150424846714
2012-06-28;24.409,07;3032040624775;25.378,74;3302793312598;25.673,99;3180446778219;25.418,89;45566684280;24.317,22;263680479746;25.485,13;3158329291263
2012-06-29;24.453,49;3032554791811;25.444,04;3307364550712;25.715,16;3178897925545;25.444,30;45752689291;24.354,36;263720055556;25.529,20;3160316698396
2012-06-30;24.453,49;3032554791811;25.444,04;3307364550712;25.715,16;3178897925545;25.444,30;45752689291;24.354,36;263720055556;25.529,20;3160316698396
2012-07-01;24.453,49;3032554791811;25.444,04;3307364550712;25.715,16;3178897925545;25.444,30;45752689291;24.354,36;263720055556;25.529,20;3160316698396
2012-07-02;24.453,49;3032554791811;25.444,04;3307364550712;25.715,16;3178897925545;25.444,30;45752689291;24.354,36;263720055556;25.529,20;3160316698396
2012-07-03;24.867,67;3075254570531;25.834,60;3356771326360;26.159,59;3230803179139;25.897,41;47790782069;24.760,81;263955454172;25.973,19;3193641227791
2012-07-04;24.942,69;3083669602870;25.901,10;3364006988000;26.246,47;3240894408631;25.997,52;48006361870;24.854,16;267373321940;26.045,45;3202211015936
2012-07-05;24.931,94;3033444093099;25.887,05;3296125540128;26.238,72;3173873927201;25.993,21;46644389239;24.855,27;266719624445;26.027,56;3170066567345
2012-07-06;24.887,04;3011068641697;25.845,60;3223339654196;26.186,64;3098179669358;25.932,35;44287945444;24.807,15;265734312350;25.981,52;3142993347191
2012-07-07;24.887,04;3011068641697;25.845,60;3223339654196;26.186,64;3098179669358;25.932,35;44287945444;24.807,15;265734312350;25.981,52;3142993347191
2012-07-08;24.887,04;3011068641697;25.845,60;3223339654196;26.186,64;3098179669358;25.932,35;44287945444;24.807,15;265734312350;25.981,52;3142993347191
2012-07-09;24.794,13;2997986222746;25.772,52;3212911026186;26.092,75;3085087752518;25.814,40;42784883795;24.705,58;264482121744;25.895,17;3130534494219
2012-07-10;24.650,04;2979824043013;25.615,32;3190902917610;25.939,32;3065933865288;25.676,85;42450536249;24.562,69;262892904578;25.741,76;3110733752733
2012-07-11;24.487,25;2960132953417;25.447,84;3170944321354;25.763,19;3044916881605;25.525,96;42172297952;24.418,81;261445818445;25.577,27;3092192427759
2012-07-12;24.433,28;2955042737218;25.388,83;3164161564697;25.713,83;3040118803537;25.478,37;42208232261;24.359,36;261090415120;25.509,76;3085501894967
2012-07-13;24.321,40;2945273510795;25.284,35;3153307661194;25.598,99;3029701762691;25.360,45;42676326424;24.247,84;260111855549;25.403,88;3076445859036
2012-07-14;24.321,40;2945273510795;25.284,35;3153307661194;25.598,99;3029701762691;25.360,45;42676326424;24.247,84;260111855549;25.403,88;3076445859036
2012-07-15;24.321,40;2945273510795;25.284,35;3153307661194;25.598,99;3029701762691;25.360,45;42676326424;24.247,84;260111855549;25.403,88;3076445859036
2012-07-16;24.321,40;2945273510795;25.284,35;3153307661194;25.598,99;3029701762691;25.360,45;42676326424;24.247,84;260111855549;25.403,88;3076445859036
2012-07-17;24.459,99;2954712984223;25.415,66;3167602068944;25.734,66;3047045555495;25.519,98;44716072829;24.385,26;258064650500;25.542,18;3080202791046
2012-07-18;24.509,06;2964679658222;25.461,89;3179571656556;25.793,99;3057701224145;25.568,21;45436533043;24.434,18;261324244367;25.592,01;3088312040409
2012-07-19;24.559,55;2970666021519;25.509,34;3182156943365;25.851,60;3063987323253;25.631,87;45544565203;24.483,14;261760237647;25.642,05;3093950994432
2012-07-20;24.575,01;2971315518036;25.524,70;3182571221614;25.868,32;3064873794323;25.657,67;45623742065;24.499,35;261880917771;25.666,32;3095407227735
2012-07-21;24.575,01;2971315518036;25.524,70;3182571221614;25.868,32;3064873794323;25.657,67;45623742065;24.499,35;261880917771;25.666,32;3095407227735
2012-07-22;24.575,01;2971315518036;25.524,70;3182571221614;25.868,32;3064873794323;25.657,67;45623742065;24.499,35;261880917771;25.666,32;3095407227735
2012-07-23;24.479,34;2958237100436;25.424,07;3168498305885;25.771,21;3054799205083;25.552,08;45338624476;24.414,68;261030048958;25.565,99;3081623179321
2012-07-24;24.278,29;2932570716274;25.221,59;3143633555539;25.538,20;3027026960564;25.324,46;45048867169;24.219,29;258933728041;25.362,12;3056128640561
2012-07-25;24.193,59;2956797222743;25.130,92;3209231252168;25.435,14;3090834218064;25.231,62;47072266433;24.138,57;258395046391;25.266,88;3065277305619
2012-07-26;24.194,21;2972410919996;25.132,65;3248231693244;25.443,93;3128069037540;25.226,38;48735384343;24.125,94;258518948485;25.259,25;3079686674268
2012-07-27;24.166,10;2978023981120;25.089,99;3261856640367;25.410,09;3144503510120;25.193,50;49945886063;24.095,94;258435204648;25.205,66;3083908932622
2012-07-28;24.166,10;2978023981120;25.089,99;3261856640367;25.410,09;3144503510120;25.193,50;49945886063;24.095,94;258435204648;25.205,66;3083908932622
2012-07-29;24.166,10;2978023981120;25.089,99;3261856640367;25.410,09;3144503510120;25.193,50;49945886063;24.095,94;258435204648;25.205,66;3083908932622
2012-07-30;24.349,61;3001935258080;25.283,41;3287390653349;25.615,21;3169483665714;25.419,43;50514912936;24.287,86;260462047329;25.398,43;3109196953042
2012-07-31;24.422,76;3004717057230;25.375,00;3293568902947;25.682,59;3170938801407;25.484,84;50637757335;24.375,46;260915427896;25.489,45;3114729800343
2012-08-01;24.388,43;3001218806783;25.330,32;3289221874494;25.640,66;3165112715469;25.427,77;52395895298;24.378,74;257295639346;25.447,96;3094522381272
2012-08-02;24.357,34;2998112040064;25.299,17;3286579253772;25.610,07;3163922521008;25.395,58;52142413428;24.315,99;256661971747;25.412,03;3091753249920
2012-08-03;24.226,76;2980841480973;25.159,95;3269394975441;25.456,12;3144674400074;25.217,59;51823142020;24.177,31;255288499589;25.267,96;3073717115548
2012-08-04;24.226,76;2980841480973;25.159,95;3269394975441;25.456,12;3144674400074;25.217,59;51823142020;24.177,31;255288499589;25.267,96;3073717115548
2012-08-05;24.226,76;2980841480973;25.159,95;3269394975441;25.456,12;3144674400074;25.217,59;51823142020;24.177,31;255288499589;25.267,96;3073717115548
2012-08-06;24.426,25;3004227253900;25.376,99;3295834059151;25.700,19;3172622121447;25.474,12;52303592715;24.378,98;259228698967;25.482,14;3098385190688
2012-08-07;24.498,48;3011941448818;25.458,23;3304703805329;25.771,82;3180118375270;25.558,13;52519801344;24.459,79;259989196183;25.556,61;3105906422483
2012-08-08;24.491,02;3010349854059;25.449,86;3301335286383;25.756,71;3174510672366;25.559,95;52445500899;24.465,15;260049136053;25.546,22;3102874095670
2012-08-09;24.524,85;3014279866104;25.489,70;3306495091580;25.792,09;3178053644457;25.589,72;52500278152;24.494,77;260392699630;25.586,98;3107265102785
2012-08-10;24.503,55;3009585100061;25.468,44;3304625277283;25.765,45;3175500703619;25.573,93;52528568173;24.479,04;260267813941;25.567,14;3104348626050
2012-08-11;24.503,55;3009585100061;25.468,44;3304625277283;25.765,45;3175500703619;25.573,93;52528568173;24.479,04;260267813941;25.567,14;3104348626050
2012-08-12;24.503,55;3009585100061;25.468,44;3304625277283;25.765,45;3175500703619;25.573,93;52528568173;24.479,04;260267813941;25.567,14;3104348626050
2012-08-13;24.595,94;3021284662348;25.572,54;3319439055715;25.874,03;3188782355974;25.676,00;52733308066;24.569,12;261352484612;25.670,05;3117092603615
2012-08-14;24.666,79;3034868647342;25.645,47;3333431466820;25.945,28;3201316535848;25.722,64;53191942663;24.628,19;262429287553;25.752,07;3130227649183
2012-08-15;24.666,79;3034868647342;25.645,47;3333431466820;25.945,28;3201316535848;25.722,64;53191942663;24.628,19;262429287553;25.752,07;3130227649183
2012-08-16;24.670,89;3032581683964;25.648,27;3339072973481;25.946,22;3216693938970;25.735,52;57180140571;24.639,70;258738627665;25.754,43;3124536170707
2012-08-17;24.801,89;3047972894556;25.778,87;3355130926351;26.090,17;3234639852022;25.879,04;57603205065;24.758,36;262509830983;25.890,92;3141753770673
2012-08-18;24.801,89;3047972894556;25.778,87;3355130926351;26.090,17;3234639852022;25.879,04;57603205065;24.758,36;262509830983;25.890,92;3141753770673
2012-08-19;24.801,89;3047972894556;25.778,87;3355130926351;26.090,17;3234639852022;25.879,04;57603205065;24.758,36;262509830983;25.890,92;3141753770673
2012-08-20;24.885,60;3057467360878;25.865,71;3365956128484;26.172,43;3244615605663;25.949,12;57810978602;24.832,50;263230101778;25.978,81;3152075927618
2012-08-21;24.940,60;3066378614369;25.925,88;3378429426611;26.226,29;3256281139739;25.998,21;58445653068;24.882,50;263719253300;26.042,20;3160724530394
2012-08-22;24.881,91;3060008978792;25.861,26;3370826334024;26.156,98;3249655735064;25.948,26;58408540229;24.830,92;263176716648;25.973,26;3155064938739
2012-08-23;24.786,63;3049956519843;25.773,81;3364929072683;26.069,63;3242929597162;25.858,71;58417003102;24.750,51;262371487717;25.883,30;3147104038949
2012-08-24;24.641,78;3033020959491;25.621,22;3346447723089;25.905,86;3225189320475;25.710,63;58413790439;24.611,82;260905651363;25.726,15;3129700835702
2012-08-25;24.641,78;3033020959491;25.621,22;3346447723089;25.905,86;3225189320475;25.710,63;58413790439;24.611,82;260905651363;25.726,15;3129700835702
2012-08-26;24.641,78;3033020959491;25.621,22;3346447723089;25.905,86;3225189320475;25.710,63;58413790439;24.611,82;260905651363;25.726,15;3129700835702
2012-08-27;24.687,40;3038990755473;25.673,40;3355238636488;25.961,79;3234285925463;25.762,61;58677942302;24.655,39;261426660750;25.771,73;3137052770359
2012-08-28;24.613,87;3029793199459;25.606,03;3346517879637;25.883,13;3225093109722;25.667,36;58418400525;24.588,95;260689104958;25.699,17;3129472631421
2012-08-29;24.564,04;3024052983282;25.555,62;3339319330585;25.828,25;3218275261835;25.626,39;58341754372;24.548,27;260233798409;25.657,72;3124291652279
2012-08-30;24.483,10;3013156858093;25.474,59;3327119731907;25.740,86;3206312238489;25.564,54;58145374398;24.479,49;259511626318;25.575,04;3113744913703
2012-08-31;24.366,05;2991305029728;25.361,58;3301709589459;25.621,53;3180162162224;25.436,83;57762978616;24.366,42;257898685812;25.464,23;3093956412612
2012-09-01;24.366,05;2991305029728;25.361,58;3301709589459;25.621,53;3180162162224;25.436,83;57762978616;24.366,42;257898685812;25.464,23;3093956412612
2012-09-02;24.366,05;2991305029728;25.361,58;3301709589459;25.621,53;3180162162224;25.436,83;57762978616;24.366,42;257898685812;25.464,23;3093956412612
2012-09-03;24.462,60;2999980441128;25.447,68;3309948000075;25.722,29;3187998150659;25.518,06;60664851396;24.441,82;254932198531;25.555,04;3086363687175
2012-09-04;24.507,97;2953147088375;25.494,27;3241835263944;25.760,43;3122720183289;25.552,58;58973923268;24.478,88;256976117277;25.603,18;3065398093605
2012-09-05;24.442,15;2923091480805;25.439,27;3162900715019;25.692,54;3045075869193;25.481,18;57381407011;24.429,84;255743410080;25.539,60;3028254564443
2012-09-06;24.379,24;2895505904902;25.365,09;3099433547979;25.622,46;2975270965274;25.424,90;55531424933;24.357,28;254632592354;25.466,50;3003842217567
2012-09-07;24.523,30;2909265052455;25.499,82;3109775830546;25.772,30;2987838287051;25.596,54;53986014194;24.492,10;255839483528;25.608,26;3015609331702
2012-09-08;24.523,30;2909265052455;25.499,82;3109775830546;25.772,30;2987838287051;25.596,54;53986014194;24.492,10;255839483528;25.608,26;3015609331702
2012-09-09;24.523,30;2909265052455;25.499,82;3109775830546;25.772,30;2987838287051;25.596,54;53986014194;24.492,10;255839483528;25.608,26;3015609331702
2012-09-10;24.712,22;2929985237243;25.668,51;3128796508756;25.936,59;3002778883094;25.788,76;52622268828;24.666,42;257568979885;25.798,14;3036590133411
2012-09-11;24.716,27;2929920313357;25.691,33;3130697477285;25.959,12;3003474114698;25.788,09;52807480843;24.680,49;257761410764;25.815,99;3037767582684
2012-09-12;24.787,29;2940964478244;25.753,12;3144234292116;26.024,08;3014712891783;25.850,13;53185512275;24.737,29;258612537164;25.888,94;3048322057318
2012-09-13;24.856,36;2953886706871;25.819,84;3158254624577;26.083,73;3030072597120;25.911,10;53996545580;24.798,34;259611273115;25.962,02;3063093917986
2012-09-14;24.969,67;2959063537085;25.912,48;3171686184301;26.186,20;3045237389328;26.015,38;58211824167;24.898,24;255873623285;26.079,13;3062332563278
2012-09-15;24.969,67;2959063537085;25.912,48;3171686184301;26.186,20;3045237389328;26.015,38;58211824167;24.898,24;255873623285;26.079,13;3062332563278
2012-09-16;24.969,67;2959063537085;25.912,48;3171686184301;26.186,20;3045237389328;26.015,38;58211824167;24.898,24;255873623285;26.079,13;3062332563278
2012-09-17;24.969,67;2959063537085;25.912,48;3171686184301;26.186,20;3045237389328;26.015,38;58211824167;24.898,24;255873623285;26.079,13;3062332563278
2012-09-18;24.969,67;2959063537085;25.912,48;3171686184301;26.186,20;3045237389328;26.015,38;58211824167;24.898,24;255873623285;26.079,13;3062332563278
2012-09-19;24.969,67;2959063537085;25.912,48;3171686184301;26.186,20;3045237389328;26.015,38;58211824167;24.898,24;255873623285;26.079,13;3062332563278
2012-09-20;25.133,03;2980842171928;26.091,79;3196333146364;26.371,63;3070276689470;26.175,05;58867821287;25.066,38;257911023933;26.258,42;3087674473279
2012-09-21;25.097,29;2977058848226;26.065,71;3193789828875;26.321,04;3065303724069;26.139,67;58902939161;25.037,23;257640781410;26.221,06;3084233664158
2012-09-22;25.097,29;2977058848226;26.065,71;3193789828875;26.321,04;3065303724069;26.139,67;58902939161;25.037,23;257640781410;26.221,06;3084233664158
2012-09-23;25.097,29;2977058848226;26.065,71;3193789828875;26.321,04;3065303724069;26.139,67;58902939161;25.037,23;257640781410;26.221,06;3084233664158
2012-09-24;25.193,86;2988805881717;26.157,47;3207474638050;26.417,07;3078155904434;26.229,32;59139824701;25.118,81;262125096161;26.323,34;3096858886994
2012-09-25;25.224,66;2993744604161;26.199,08;3217253608431;26.457,85;3087128233312;26.250,70;59327023578;25.155,34;262490831778;26.348,79;3102273294971
2012-09-26;25.031,48;2970563622309;25.999,00;3192059567698;26.266,13;3065178154903;26.068,69;58998673548;24.961,55;260449354183;26.135,53;3077505475171
2012-09-27;24.885,48;2953648730470;25.850,89;3176181373736;26.108,69;3047797706238;25.906,45;58730194480;24.824,01;259003566592;25.979,76;3059630345508
2012-09-28;25.020,06;2963443766845;25.983,30;3187417024695;26.242,62;3056629538640;26.052,80;59144467059;24.957,57;259957914389;26.138,22;3073525779086
2012-09-29;25.020,06;2963443766845;25.983,30;3187417024695;26.242,62;3056629538640;26.052,80;59144467059;24.957,57;259957914389;26.138,22;3073525779086
2012-09-30;25.020,06;2963443766845;25.983,30;3187417024695;26.242,62;3056629538640;26.052,80;59144467059;24.957,57;259957914389;26.138,22;3073525779086
2012-10-01;25.100,29;2973528219225;26.077,22;3196206446799;26.334,93;3062846409513;26.109,86;61395160075;25.037,21;256470810080;26.234,99;3066658830717
2012-10-02;25.160,10;2979761092339;26.128,94;3200051539438;26.394,92;3066444254325;26.206,68;61423735384;25.091,89;260964307473;26.296,07;3070063555449
2012-10-03;25.197,44;2984760194110;26.166,18;3204233125049;26.428,70;3069846714743;26.233,14;61587527412;25.130,87;261356732161;26.329,41;3072672084015
2012-10-04;25.234,40;2988450552602;26.211,44;3206837983565;26.467,99;3072012945121;26.265,36;61689519224;25.161,17;261683346742;26.366,59;3075286970765
2012-10-05;25.288,81;2994333817516;26.258,91;3211339646757;26.524,76;3078109479284;26.327,29;61878461972;25.208,31;262102924543;26.429,43;3081193902365
2012-10-06;25.288,81;2994333817516;26.258,91;3211339646757;26.524,76;3078109479284;26.327,29;61878461972;25.208,31;262102924543;26.429,43;3081193902365
2012-10-07;25.288,81;2994333817516;26.258,91;3211339646757;26.524,76;3078109479284;26.327,29;61878461972;25.208,31;262102924543;26.429,43;3081193902365
2012-10-08;25.392,12;3006735241983;26.357,80;3223645989271;26.634,12;3090826861637;26.429,18;61990469614;25.301,87;263069719274;26.536,23;3093181246711
2012-10-09;25.336,22;3000778476322;26.313,68;3219039588489;26.583,72;3086312236492;26.362,77;61908535556;25.249,39;262518129840;26.485,21;3088216145115
2012-10-10;25.234,16;2991225767417;26.212,81;3209483082580;26.481,07;3077310859257;26.252,57;61812858863;25.157,40;261670922688;26.381,80;3077165198558
2012-10-11;25.145,31;2984225613035;26.117,71;3203055285022;26.389,10;3072107695154;26.163,79;61977299406;25.071,75;260955918656;26.285,78;3068210674871
2012-10-12;25.157,32;2989334174500;26.120,49;3210007951960;26.401,68;3076828608898;26.196,20;62358471397;25.086,17;261678185565;26.294,25;3072535364551
2012-10-13;25.157,32;2989334174500;26.120,49;3210007951960;26.401,68;3076828608898;26.196,20;62358471397;25.086,17;261678185565;26.294,25;3072535364551
2012-10-14;25.157,32;2989334174500;26.120,49;3210007951960;26.401,68;3076828608898;26.196,20;62358471397;25.086,17;261678185565;26.294,25;3072535364551
2012-10-15;25.157,32;2989334174500;26.120,49;3210007951960;26.401,68;3076828608898;26.196,20;62358471397;25.086,17;261678185565;26.294,25;3072535364551
2012-10-16;25.215,47;2999133118220;26.182,03;3220697401359;26.467,01;3092039769142;26.238,75;64908862892;25.141,09;259974261080;26.345,39;3078379289911
2012-10-17;25.334,92;3015987505038;26.304,47;3237136821097;26.588,62;3109286088974;26.381,98;65277941957;25.260,51;263820139943;26.471,47;3094734511056
2012-10-18;25.457,86;3031536391870;26.434,86;3254750020655;26.718,38;3126433889218;26.507,53;65745260772;25.376,89;265143223970;26.607,41;3112675392661
2012-10-19;25.502,83;3037001666636;26.478,54;3260602619108;26.767,70;3133539912129;26.553,39;65871403100;25.421,59;265625910175;26.648,70;3117145967491
2012-10-20;25.502,83;3037001666636;26.478,54;3260602619108;26.767,70;3133539912129;26.553,39;65871403100;25.421,59;265625910175;26.648,70;3117145967491
2012-10-21;25.502,83;3037001666636;26.478,54;3260602619108;26.767,70;3133539912129;26.553,39;65871403100;25.421,59;265625910175;26.648,70;3117145967491
2012-10-22;25.351,86;3021327205510;26.325,23;3242932899432;26.609,78;3116567962511;26.362,95;65455067092;25.266,72;264057863305;26.494,37;3100018930762
2012-10-23;25.372,99;3024817781503;26.339,83;3246828929207;26.634,47;3119556808634;26.386,17;65605166036;25.295,33;264493250377;26.514,96;3104607493744
2012-10-24;25.339,81;3021844253351;26.304,65;3243816632583;26.596,92;3118648412034;26.292,49;65439729079;25.257,26;264171060934;26.475,42;3100620438911
2012-10-25;25.369,16;3023545280281;26.328,93;3239685986560;26.623,68;3115520074537;26.328,06;64851444028;25.272,55;264352022025;26.507,48;3103045498015
2012-10-26;25.328,41;3018947203952;26.285,78;3232243064688;26.580,16;3109176254578;26.304,71;64809336598;25.236,48;264074138738;26.467,91;3097416129549
2012-10-27;25.328,41;3018947203952;26.285,78;3232243064688;26.580,16;3109176254578;26.304,71;64809336598;25.236,48;264074138738;26.467,91;3097416129549
2012-10-28;25.328,41;3018947203952;26.285,78;3232243064688;26.580,16;3109176254578;26.304,71;64809336598;25.236,48;264074138738;26.467,91;3097416129549
2012-10-29;25.297,66;3013313610553;26.260,04;3224417090666;26.549,80;3100421717247;26.257,08;64615776475;25.208,58;263730483186;26.432,19;3091802919032
2012-10-30;25.327,58;3015795951100;26.290,39;3224850551502;26.583,85;3101902298328;26.295,61;64308128434;25.240,29;264088758197;26.461,72;3093127025164
2012-10-31;25.302,57;3006306531334;26.260,76;3214580445527;26.560,00;3091560143915;26.272,69;64298743491;25.216,32;263372062285;26.432,23;3083442358465
2012-11-01;25.302,57;3006306531334;26.260,76;3214580445527;26.560,00;3091560143915;26.272,69;64298743491;25.216,32;263372062285;26.432,23;3083442358465
2012-11-02;25.302,57;3006306531334;26.260,76;3214580445527;26.560,00;3091560143915;26.272,69;64298743491;25.216,32;263372062285;26.432,23;3083442358465
2012-11-03;25.302,57;3006306531334;26.260,76;3214580445527;26.560,00;3091560143915;26.272,69;64298743491;25.216,32;263372062285;26.432,23;3083442358465
2012-11-04;25.302,57;3006306531334;26.260,76;3214580445527;26.560,00;3091560143915;26.272,69;64298743491;25.216,32;263372062285;26.432,23;3083442358465
2012-11-05;25.443,06;3022700593898;26.417,58;3230236761877;26.716,98;3106072089907;26.420,51;67348601881;25.367,86;260559355770;26.593,06;3095221431815
2012-11-06;25.478,36;3026881058077;26.448,07;3234501900852;26.743,23;3109240491193;26.427,15;67386974693;25.388,43;260839085692;26.626,94;3098498667985
2012-11-07;25.517,54;3032766943403;26.484,69;3240431008612;26.779,81;3115321977682;26.470,60;67589030343;25.416,99;264819194233;26.669,38;3103876287545
2012-11-08;25.313,21;3009451876689;26.289,21;3218037152083;26.568,64;3092630473597;26.252,72;66956259590;25.232,09;262984449431;26.476,93;3081969648744
2012-11-09;25.133,42;2988957468070;26.097,68;3194793384113;26.381,54;3071463157909;26.084,36;66585198935;25.069,20;261270416842;26.283,91;3060283109937
2012-11-10;25.133,42;2988957468070;26.097,68;3194793384113;26.381,54;3071463157909;26.084,36;66585198935;25.069,20;261270416842;26.283,91;3060283109937
2012-11-11;25.133,42;2988957468070;26.097,68;3194793384113;26.381,54;3071463157909;26.084,36;66585198935;25.069,20;261270416842;26.283,91;3060283109937
2012-11-12;25.118,81;2988624812500;26.077,75;3193755352455;26.371,69;3071377960645;26.081,77;66636900912;25.054,01;261224643943;26.263,15;3059039457873
2012-11-13;25.089,14;2986988619335;26.048,60;3192906988980;26.340,12;3069105973246;26.040,76;66776500012;25.033,34;261273686892;26.233,92;3057276712043
2012-11-14;25.064,45;2990558068366;26.024,13;3197202778690;26.315,02;3070182700938;26.024,41;67104107093;25.018,61;261675513110;26.213,88;3059478384930
2012-11-15;24.954,25;2977932915594;25.915,82;3185979686007;26.206,90;3069744812246;25.897,73;74094406788;24.908,44;257113977090;26.096,36;3039847251014
2012-11-16;24.874,72;2968128762358;25.828,66;3174498658084;26.120,87;3060137381332;25.818,13;73823547381;24.833,31;260074812700;26.012,78;3030470461910
2012-11-17;24.874,72;2968128762358;25.828,66;3174498658084;26.120,87;3060137381332;25.818,13;73823547381;24.833,31;260074812700;26.012,78;3030470461910
2012-11-18;24.874,72;2968128762358;25.828,66;3174498658084;26.120,87;3060137381332;25.818,13;73823547381;24.833,31;260074812700;26.012,78;3030470461910
2012-11-19;24.907,45;2971717391721;25.860,46;3177558024345;26.151,29;3062524710260;25.852,31;73832542890;24.862,51;260328144608;26.042,69;3033013630510
2012-11-20;25.020,82;2984349239994;25.971,11;3187550954791;26.267,10;3072861664537;25.992,09;74209435801;24.966,08;261490056405;26.164,23;3045294626045
2012-11-21;24.992,66;2974065099127;25.944,58;3167916769032;26.239,10;3053061840800;25.953,86;73264161114;24.934,85;260995686334;26.136,80;3034334009683
2012-11-22;24.961,50;2962927421330;25.918,64;3148638794791;26.207,67;3036362733483;25.924,43;72564390575;24.905,69;260581701304;26.105,73;3026002775412
2012-11-23;24.951,19;2957637662997;25.909,77;3137990861251;26.199,33;3028027628746;25.919,05;72374479124;24.892,63;260267051490;26.098,56;3020730095412
2012-11-24;24.951,19;2957637662997;25.909,77;3137990861251;26.199,33;3028027628746;25.919,05;72374479124;24.892,63;260267051490;26.098,56;3020730095412
2012-11-25;24.951,19;2957637662997;25.909,77;3137990861251;26.199,33;3028027628746;25.919,05;72374479124;24.892,63;260267051490;26.098,56;3020730095412
2012-11-26;25.148,02;2977459625232;26.117,17;3156626600063;26.411,69;3044575942979;26.119,81;72877385848;25.085,19;262127442823;26.307,59;3042125734923
2012-11-27;25.196,78;2981001970416;26.175,45;3157904855936;26.475,95;3047178510526;26.149,80;72933701175;25.148,86;262754445178;26.366,49;3046327629943
2012-11-28;25.174,90;2976039746776;26.154,46;3150971283139;26.438,92;3039048793574;26.112,04;72822903970;25.129,78;262507233557;26.338,56;3042196936059
2012-11-29;25.162,63;2973580592565;26.137,17;3145096416056;26.416,47;3033143513388;26.101,89;72800837137;25.116,72;262409561232;26.321,50;3038818234927
2012-11-30;25.238,21;2975531786888;26.217,16;3146361654514;26.495,42;3032746232700;26.195,38;73068337918;25.175,04;262438163922;26.397,04;3039390829929
2012-12-01;25.238,21;2975531786888;26.217,16;3146361654514;26.495,42;3032746232700;26.195,38;73068337918;25.175,04;262438163922;26.397,04;3039390829929
2012-12-02;25.238,21;2975531786888;26.217,16;3146361654514;26.495,42;3032746232700;26.195,38;73068337918;25.175,04;262438163922;26.397,04;3039390829929
2012-12-03;25.298,64;2981918497461;26.291,01;3150888184666;26.562,97;3037282911280;26.268,41;76797607844;25.258,76;259538856417;26.466,24;3035172293792
2012-12-04;25.319,79;2983198197578;26.310,95;3152112502150;26.589,96;3038324884343;26.289,96;76854323416;25.280,47;263374453932;26.491,72;3037650282660
2012-12-05;25.315,46;2982349470087;26.308,32;3153055245898;26.591,07;3038591025081;26.278,13;76809458440;25.275,06;263123718675;26.491,60;3036883306857
2012-12-06;25.406,78;2993070586331;26.398,10;3162792492671;26.681,39;3047838764667;26.369,86;77123526377;25.345,35;263865700996;26.580,70;3046778128303
2012-12-07;25.430,47;2997963521704;26.414,81;3168957356314;26.698,51;3054674708895;26.379,62;77904874189;25.339,32;263769383126;26.588,16;3048461515699
2012-12-08;25.430,47;2997963521704;26.414,81;3168957356314;26.698,51;3054674708895;26.379,62;77904874189;25.339,32;263769383126;26.588,16;3048461515699
2012-12-09;25.430,47;2997963521704;26.414,81;3168957356314;26.698,51;3054674708895;26.379,62;77904874189;25.339,32;263769383126;26.588,16;3048461515699
2012-12-10;25.448,12;3000133173028;26.429,73;3170752979035;26.719,96;3058271811480;26.402,88;77919570406;25.347,66;263802432269;26.599,59;3050004646689
2012-12-11;25.493,79;3006861805050;26.469,79;3177344769943;26.760,03;3064522834581;26.449,86;78030160148;25.377,48;264173042418;26.646,88;3055668551525
2012-12-12;25.577,89;3019969030788;26.554,43;3194758600728;26.857,21;3078605146394;26.552,04;78943400692;25.446,02;265352563982;26.738,16;3068213899874
2012-12-13;25.709,11;3041291043706;26.681,33;3212829682346;26.991,67;3101379868919;26.672,41;79998641107;25.560,58;266690108685;26.876,86;3090462997730
2012-12-14;25.647,90;3036944337175;26.641,98;3209925869933;26.947,18;3097708013728;26.595,63;79913702692;25.529,45;266557567828;26.823,14;3088559947277
2012-12-15;25.647,90;3036944337175;26.641,98;3209925869933;26.947,18;3097708013728;26.595,63;79913702692;25.529,45;266557567828;26.823,14;3088559947277
2012-12-16;25.647,90;3036944337175;26.641,98;3209925869933;26.947,18;3097708013728;26.595,63;79913702692;25.529,45;266557567828;26.823,14;3088559947277
2012-12-17;25.690,28;3036062719418;26.663,80;3208590634185;26.969,30;3106458949156;26.671,17;83645587185;25.545,51;262684286248;26.844,87;3082538472887
2012-12-18;25.747,86;3043240745915;26.723,39;3216310729039;27.029,06;3115581235782;26.731,33;83984458522;25.609,91;263397332395;26.919,23;3092272343418
2012-12-19;25.878,62;3058039428413;26.860,22;3231146259988;27.173,44;3131628249067;26.893,42;85070885371;25.742,93;268048607912;27.067,81;3109885265708
2012-12-20;25.918,32;3062573782159;26.898,44;3235664597897;27.209,62;3135964659293;26.899,54;85086978206;25.769,76;268318764919;27.106,17;3115351196096
2012-12-21;26.001,04;3072630994739;26.985,86;3245844755050;27.295,82;3146480279170;26.957,58;85312335826;25.851,88;269082401608;27.191,80;3125556912206
2012-12-22;26.001,04;3072630994739;26.985,86;3245844755050;27.295,82;3146480279170;26.957,58;85312335826;25.851,88;269082401608;27.191,80;3125556912206
2012-12-23;26.001,04;3072630994739;26.985,86;3245844755050;27.295,82;3146480279170;26.957,58;85312335826;25.851,88;269082401608;27.191,80;3125556912206
2012-12-24;25.880,55;3059111459429;26.874,76;3231412059919;27.172,17;3133564705932;26.839,45;85087391725;25.758,31;268019317075;27.069,46;3111590489299
